station_id,station_name,latitude,longitude,district_2024,charger_count,fast_charger_count,slow_charger_count,unknown_speed_count,public_charger_count,limited_charger_count,public_charger_ratio_percent,fast_charger_ratio_percent,representative_address,operator_name
CGG00021,인천 당하풍림1차아파트_401동,37.5913865,126.6777063,서구,2,0,2,0,0,2,0.0,0.0,인천광역시 검단구 청마로 160 당하풍림1차아파트 401동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00022,인천 당하풍림1차아파트_403동,37.5913865,126.6777063,서구,5,0,5,0,0,5,0.0,0.0,인천광역시 검단구 청마로 160 당하풍림1차아파트 403동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00023,인천 영종금호어울림1차아파트①,37.4818,126.5086,중구,10,0,10,0,0,10,0.0,0.0,인천광역시 영종구 운서4로 18 영종 어울림1차 104동 기계실 옆 지상주차장,서울씨엔지(서울이브이)
CGG00024,인천 영종금호어울림1차아파트②,37.4817,126.5079,중구,6,0,6,0,0,6,0.0,0.0,인천광역시 영종구 운서4로 18 영종 어울림1차 105동 측면 지상주차장,서울씨엔지(서울이브이)
CGG00025,인천 검단자이1단지아파트①,37.5972396,126.6390411,서구,5,0,5,0,0,5,0.0,0.0,인천광역시 검단구 버들로 27 검단자이1단지 정문 지하주차장 주출입구 옆 지상주차장,서울씨엔지(서울이브이)
CGG00026,인천 검단자이1단지아파트②,37.5972396,126.6390411,서구,3,0,3,0,0,3,0.0,0.0,인천광역시 검단구 버들로 27 검단자이1단지 101동 라인 지하1층 주차장,서울씨엔지(서울이브이)
CGG00027,인천 검단자이1단지아파트③,37.5972396,126.6390411,서구,3,0,3,0,0,3,0.0,0.0,인천광역시 검단구 버들로 27 검단자이1단지 103동 라인 지하1층 주차장,서울씨엔지(서울이브이)
CGG00028,인천 남촌풍림아파트,37.430952,126.7171781,남동구,3,0,3,0,0,3,0.0,0.0,인천광역시 남동구 남촌동로15번길 21 풍림아파트 103동 뒤 램프 입구 앞 지상주차장,서울씨엔지(서울이브이)
CGG00029,인천 연수1차우성아파트_116동 앞,37.4099,126.6826,연수구,8,0,8,0,0,8,0.0,0.0,인천광역시 연수구 청능대로 175 연수1차우성아파트 116동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00031,인천 연수1차우성아파트_104동 앞,37.4096,126.6834,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 청능대로 175 연수1차우성아파트 104동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00032,인천 연수1차우성아파트_107동 앞,37.4101,126.6839,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 청능대로 175 연수1차우성아파트 107동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00033,인천 검단힐스테이트6차①,37.5918842,126.6707545,서구,4,0,4,0,0,4,0.0,0.0,인천광역시 검단구 청마로51번안길 11 검단힐스테이트6차 B1F 603동 앞 11번 기둥,서울씨엔지(서울이브이)
CGG00034,인천 검단힐스테이트6차②,37.5918842,126.6707545,서구,5,0,5,0,0,5,0.0,0.0,인천광역시 검단구 청마로51번안길 11 검단힐스테이트6차 B1F 603동 앞 36번 기둥,서울씨엔지(서울이브이)
CGG00035,인천 옥련풍림아파트,37.4273258,126.6554674,연수구,8,0,8,0,0,8,0.0,0.0,인천광역시 연수구 비류대로186번길 20 옥련 풍림아파트 101동 뒷편 놀이터 옆 지상주차장,서울씨엔지(서울이브이)
CGG00036,인천 한국아파트,37.5321793,126.7314668,계양구,5,0,5,0,0,5,0.0,0.0,"인천광역시 계양구 봉오대로743번길 9 한국아파트 101동 7,8라인 앞 지상주차장",서울씨엔지(서울이브이)
CGG00037,인천 관교동부아파트_101동,37.4415,126.6966,미추홀구,4,0,4,0,0,4,0.0,0.0,"인천광역시 미추홀구 주승로 253 관교동부아파트 101동 7,8라인 뒤 지상주차장",서울씨엔지(서울이브이)
CGG00038,인천 관교동부아파트_102동,37.4411,126.6962,미추홀구,4,0,4,0,0,4,0.0,0.0,"인천광역시 미추홀구 주승로 253 관교동부아파트 102동 3,4라인 앞 지상주차장",서울씨엔지(서울이브이)
CGG00039,인천 부평창보아파트,37.4994663,126.7171715,부평구,4,0,4,0,0,4,0.0,0.0,인천광역시 부평구 부영로166번길 16 창보아파트 관리사무소 측면 지상주차장,서울씨엔지(서울이브이)
CGG00040,인천 연수서해그랑블5차,37.4017763,126.6660315,연수구,2,0,2,0,0,2,0.0,0.0,인천광역시 연수구 봉재산로 148 연수서해그랑블5단지 지하1층 C01번 기둥,서울씨엔지(서울이브이)
CGG00041,인천 용현대우아파트,37.4589702,126.6377013,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 아암대로29번길 13 용현대우아파트 관리동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00042,인천 용현자이크레스트①_106동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 106동 앞 05-06 B1 주차장,서울씨엔지(서울이브이)
CGG00043,인천 용현자이크레스트②_109동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 109동 4,5라인 앞 B1주차장",서울씨엔지(서울이브이)
CGG00044,인천 용현자이크레스트③_108동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 108동 앞 37기둥 B1주차장,서울씨엔지(서울이브이)
CGG00045,인천 용현자이크레스트④_105동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 105동 앞 08-09기둥 B1주차장,서울씨엔지(서울이브이)
CGG00046,인천 용현자이크레스트⑤_104동 B1F,37.4556284,126.6484432,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 104동 앞 32-33기둥 B1주차장,서울씨엔지(서울이브이)
CGG00047,인천 용현자이크레스트⑥_111동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 111동 3,4라인 01기둥 B1주차장",서울씨엔지(서울이브이)
CGG00048,인천 용현자이크레스트⑦_110동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 110동 3,4라인 80기둥 B1주차장",서울씨엔지(서울이브이)
CGG00049,인천 용현자이크레스트⑧_113동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 113동 1,2라인 39기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00050,인천 용현자이크레스트⑨_114동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 114동 3,5라인 28기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00051,인천 용현자이크레스트⑩_111동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 111동 1,2라인 08기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00052,인천 용현자이크레스트⑪_116동 B1F,37.4556284,126.6484432,미추홀구,3,0,3,0,0,3,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 116동 1,2라인 28기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00053,인천 용현자이크레스트⑫_115동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 115동 3,5라인 88기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00054,인천 용현자이크레스트⑬_115동 B1F,37.4556284,126.6484432,미추홀구,6,0,6,0,0,6,0.0,0.0,"인천광역시 미추홀구 낙섬동로 134 용현자이크레스트 115동 1,2라인 28기둥 B1 주차장",서울씨엔지(서울이브이)
CGG00055,인천 한별렉스힐아파트,37.4528908,126.7546412,남동구,1,0,1,0,0,1,0.0,0.0,인천광역시 남동구 장자북로 47 한별렉스힐아파트 지하주차장,서울씨엔지(서울이브이)
CGG00056,인천 연수구 조흥아파트,37.4138274,126.6708747,연수구,1,0,1,0,0,1,0.0,0.0,"인천광역시 연수구 먼우금로141번길 62 조흥아파트 103동 3,4라인 뒤",서울씨엔지(서울이브이)
CGG00057,인천 산곡1동현대아파트,37.5056591,126.6946806,부평구,5,0,5,0,0,5,0.0,0.0,인천광역시 부평구 원적로269번길 15 산곡현대1차아파트 104동 지상주차장 앞 간이공원입구,서울씨엔지(서울이브이)
CGG00058,서인천 월드메르디앙①_109동,37.5116,126.6693,서구,8,0,8,0,0,8,0.0,0.0,인천광역시 서해구 신석로 71 월드메르디앙아파트 109동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00059,서인천 월드메르디앙②_110동,37.5113,126.6689,서구,4,0,4,0,0,4,0.0,0.0,인천광역시 서해구 신석로 71 월드메르디앙아파트 110동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00060,서인천 월드메르디앙③_112동,37.5107,126.6689,서구,4,0,4,0,0,4,0.0,0.0,인천광역시 서해구 신석로 71 월드메르디앙아파트 112동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00061,서인천 월드메르디앙④_106동,37.5111,126.6694,서구,2,0,2,0,0,2,0.0,0.0,인천광역시 서해구 신석로 71 월드메르디앙아파트 106동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00062,인천 영종2차금호베스트빌_203동,37.4915775,126.4868926,중구,2,0,2,0,0,2,0.0,0.0,인천광역시 영종구 흰바위로 14 영종2차 금호베스트빌 203동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00063,인천 영종2차금호베스트빌_207동,37.4913573,126.4860008,중구,3,0,3,0,0,3,0.0,0.0,인천광역시 영종구 흰바위로 14 영종2차 금호베스트빌 207동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00064,인천 영종2차금호베스트빌_208동,37.4913596,126.485475,중구,3,0,3,0,0,3,0.0,0.0,인천광역시 영종구 흰바위로 14 영종2차 금호베스트빌 208동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00065,인천 영종2차금호베스트빌_209동,37.4909528,126.4862184,중구,2,0,2,0,0,2,0.0,0.0,인천광역시 영종구 흰바위로 14 영종2차 금호베스트빌 209동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00066,인천 영종도센트럴자이_101동,37.489626,126.549357,중구,4,0,4,0,0,4,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 101동 옆,서울씨엔지(서울이브이)
CGG00067,인천 영종도센트럴자이_105동,37.491341,126.549813,중구,5,0,5,0,0,5,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 105동 옆,서울씨엔지(서울이브이)
CGG00068,인천 영종도센트럴자이_107동,37.49143,126.54895,중구,3,0,3,0,0,3,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 107동 뒤,서울씨엔지(서울이브이)
CGG00069,인천 영종도센트럴자이_103동,37.490239,126.548848,중구,5,0,5,0,0,5,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 103동 앞,서울씨엔지(서울이브이)
CGG00070,인천 영종도센트럴자이_108동,37.490639,126.548392,중구,3,0,3,0,0,3,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 108동 앞,서울씨엔지(서울이브이)
CGG00071,인천 영종도센트럴자이_111동,37.489634,126.548177,중구,3,0,3,0,0,3,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 111동 뒤,서울씨엔지(서울이브이)
CGG00072,인천 영종도센트럴자이_118동,37.488319,126.548891,중구,2,0,2,0,0,2,0.0,0.0,인천광역시 영종구 은하수로 412 영종센트럴 푸르지오자이 지하 1층 118동 앞,서울씨엔지(서울이브이)
CGG00074,인천 검단신도시대성베르힐라 프리미어 아파트①_710동,37.5801938,126.7070673,서구,9,0,9,0,0,9,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 710동 앞 B1F 주차장,서울씨엔지(서울이브이)
CGG00075,인천 검단신도시대성베르힐라 프리미어 아파트②_707동,37.5807428,126.7086275,서구,6,0,6,0,0,6,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 707동 앞 B1F 주차장,서울씨엔지(서울이브이)
CGG00076,인천 검단신도시대성베르힐라 프리미어 아파트③_701동 우측,37.5820939,126.7084807,서구,6,0,6,0,0,6,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 701동 우측 B1F 주차장,서울씨엔지(서울이브이)
CGG00077,인천 검단신도시대성베르힐라 프리미어 아파트④_701동 좌측,37.5820752,126.7083429,서구,9,0,9,0,0,9,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 701동 좌측 B1F 주차장,서울씨엔지(서울이브이)
CGG00078,인천 검단신도시대성베르힐라 프리미어 아파트⑤_커뮤니티센터,37.5809894,126.7081624,서구,8,0,8,0,0,8,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 커뮤니티센터 앞 B1F 주차장,서울씨엔지(서울이브이)
CGG00079,인천 검단신도시대성베르힐라 프리미어 아파트⑥_704동,37.5812211,126.7089313,서구,8,0,8,0,0,8,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 704동 옆 B1F 주차장,서울씨엔지(서울이브이)
CGG00080,인천 검단신도시대성베르힐라 프리미어 아파트⑦_705동,37.5813322,126.7083082,서구,9,0,9,0,0,9,0.0,0.0,인천광역시 검단구 이음1로 154 대성베르힐라프리미어 705동 옆 B2F 주차장,서울씨엔지(서울이브이)
CGG00081,인천 경남2차아파트_상가동 앞,37.5013034,126.708679,부평구,6,0,6,0,0,6,0.0,0.0,인천광역시 부평구 안남로222번길 30 경남아파트 상가동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00082,인천 경남2차아파트_207동 뒤,37.501497,126.7091958,부평구,6,0,6,0,0,6,0.0,0.0,인천광역시 부평구 안남로222번길 30 경남아파트 207동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00083,인천 계양하늘채파크포레아파트_101동,37.5525023,126.7405352,계양구,6,0,6,0,0,6,0.0,0.0,인천광역시 계양구 박촌로 19 계양하늘채파크포레 101동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00084,인천 계양하늘채파크포레아파트_105동 좌측,37.5528844,126.7416569,계양구,5,0,5,0,0,5,0.0,0.0,인천광역시 계양구 박촌로 19 계양하늘채파크포레 105동 옆 좌측 지상주차장,서울씨엔지(서울이브이)
CGG00085,인천 계양하늘채파크포레아파트_105동 우측,37.5526586,126.7414087,계양구,5,0,5,0,0,5,0.0,0.0,인천광역시 계양구 박촌로 19 계양하늘채파크포레 105동 옆 우측 지상주차장,서울씨엔지(서울이브이)
CGG00086,인천 계양하늘채파크포레아파트_108동 B1F,37.5525023,126.7405352,계양구,2,0,2,0,0,2,0.0,0.0,"인천광역시 계양구 박촌로 19 계양하늘채파크포레 B1F 108동 4,5라인 앞",서울씨엔지(서울이브이)
CGG00087,인천 검단힐스테이트6차_B1F 관리소앞,37.5908484,126.6712969,서구,3,0,3,0,0,3,0.0,0.0,인천광역시 검단구 청마로51번안길 11 검단힐스테이트6차 관리소 앞 B1F 주차장,서울씨엔지(서울이브이)
CGG00088,인천 송도자이크리스탈오션_B1F 101동 옆-1,37.3891559,126.6123533,연수구,9,0,9,0,0,9,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 101동 옆,서울씨엔지(서울이브이)
CGG00089,인천 송도자이크리스탈오션_B1F 102동 옆-1,37.3883856,126.6123629,연수구,9,0,9,0,0,9,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 102동 옆,서울씨엔지(서울이브이)
CGG00090,인천 송도자이크리스탈오션_B1F 103동 램프-1,37.3872241,126.612606,연수구,9,0,9,0,0,9,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1 103동 주차장 램프 옆 B13 기둥 옆,서울씨엔지(서울이브이)
CGG00091,인천 송도자이크리스탈오션_B1F 106동 뒤 우측,37.3879034,126.6109426,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 106동 뒤 우측 C106기둥 옆,서울씨엔지(서울이브이)
CGG00092,인천 송도자이크리스탈오션_B1F 107동 옆 우측,37.3890831,126.6107558,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 107동 옆 우측 C26기둥 옆,서울씨엔지(서울이브이)
CGG00093,인천 송도자이크리스탈오션_B1F 107동 옆 좌측,37.3892181,126.6106987,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 107동 옆 좌측 C27기둥 옆,서울씨엔지(서울이브이)
CGG00094,인천 송도자이크리스탈오션_B1F 램프 옆-1,37.3866307,126.6115884,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 주차장 램프 기존 충전기 옆,서울씨엔지(서울이브이)
CGG00095,인천 송도자이크리스탈오션_B1F 106동 뒤 좌측-1,37.3880202,126.610863,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 106동 뒤 좌측 C107기둥 옆,서울씨엔지(서울이브이)
CGG00096,인천 송도자이크리스탈오션_B1F 106동 뒤 좌측-2,37.3879755,126.6109422,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 106동 뒤 좌측 C31기둥 옆,서울씨엔지(서울이브이)
CGG00097,인천 송도자이크리스탈오션_B1F 108동 뒤 우측,37.3902273,126.6107161,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 108동 뒤 우측 C02기둥 옆,서울씨엔지(서울이브이)
CGG00098,인천 송도자이크리스탈오션_B1F 108동 뒤 좌측,37.3901642,126.6107164,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 108동 뒤 좌측 C01기둥 옆,서울씨엔지(서울이브이)
CGG00099,인천 송도자이크리스탈오션_B1F 109동 뒤 우측-1,37.3900879,126.6121735,연수구,5,0,5,0,0,5,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 109동 뒤 우측 A05기둥 옆,서울씨엔지(서울이브이)
CGG00100,인천 송도자이크리스탈오션_B1F 109동 뒤 좌측,37.3901151,126.6122185,연수구,6,0,6,0,0,6,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 109동 뒤 좌측 A05번 기둥,서울씨엔지(서울이브이)
CGG00101,인천 송도자이크리스탈오션_B1F 103동 램프-2,37.3872512,126.6126285,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 103동 주차장 램프 옆,서울씨엔지(서울이브이)
CGG00102,인천 송도자이크리스탈오션_B1F 102동 옆-2,37.38835,126.6125043,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 102동 옆 인근,서울씨엔지(서울이브이)
CGG00103,인천 송도자이크리스탈오션_B1F 101동 옆-2,37.389107,126.6125399,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 101동 옆 인근,서울씨엔지(서울이브이)
CGG00104,인천 송도자이크리스탈오션_B1F 109동 뒤 우측-2,37.3901418,126.6121393,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 109동 뒤 우측 인근,서울씨엔지(서울이브이)
CGG00105,인천 송도자이크리스탈오션_B1F 램프 옆-2,37.386636,126.6118864,연수구,9,0,9,0,0,9,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 주차장 램프 기존 충전기 옆,서울씨엔지(서울이브이)
CGG00106,인천 송도자이크리스탈오션_B1F 106동 뒤 우측-2,37.387894,126.6108297,연수구,2,0,2,0,0,2,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 106동 뒤 우측 인근,서울씨엔지(서울이브이)
CGG00107,인천 송도자이크리스탈오션_B1F 107동 옆 좌측-1,37.3890742,126.6108011,연수구,2,0,2,0,0,2,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 107동 옆 좌측 인근,서울씨엔지(서울이브이)
CGG00108,인천 송도자이크리스탈오션_B1F 107동 옆 우측-2,37.3889478,126.6107114,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 랜드마크로360번길 40 송도자이크리스탈오션 B1F 107동 옆 우측 인근,서울씨엔지(서울이브이)
CGG00109,인천 주안한신휴플러스_103동,37.443805,126.6810382,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 승학길104번길 30 주안한신휴플러스 103동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00110,인천 주안한신휴플러스_106동,37.4432734,126.6810517,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 승학길104번길 30 주안한신휴플러스 106동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00113,인천 SK SKY VIEW_103동 옆(1),37.447849,126.6441965,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 103동 옆 G02기둥,서울씨엔지(서울이브이)
CGG00115,인천 SK SKY VIEW_105동 앞,37.4486793,126.6431868,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 105동 앞 I02기둥,서울씨엔지(서울이브이)
CGG00116,인천 SK SKY VIEW_112동 앞,37.4514628,126.645965,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 112동 앞 D03기둥,서울씨엔지(서울이브이)
CGG00117,인천 SK SKY VIEW_113동 앞,37.4511395,126.6463169,미추홀구,4,0,4,0,0,4,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 113동 앞 F10기둥,서울씨엔지(서울이브이)
CGG00118,인천 SK SKY VIEW_116동 옆,37.4499993,126.6476671,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 116동 옆 D05기둥,서울씨엔지(서울이브이)
CGG00119,인천 SK SKY VIEW_117동 옆,37.4496581,126.6480869,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 117동 옆 A12기둥,서울씨엔지(서울이브이)
CGG00120,인천 SK SKY VIEW_저수조 앞 (1),37.4501325,126.6455079,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 저수조 앞 G13기둥,서울씨엔지(서울이브이)
CGG00121,인천 SK SKY VIEW_120동 옆,37.4487079,126.6466787,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 120동 옆 J01기둥,서울씨엔지(서울이브이)
CGG00122,인천 SK SKY VIEW_122동 뒤,37.4491992,126.6452637,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 122동 뒤 L06기둥,서울씨엔지(서울이브이)
CGG00123,인천 SK SKY VIEW_123동 앞,37.4488988,126.644248,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 123동 앞 Q01기둥,서울씨엔지(서울이브이)
CGG00124,인천 SK SKY VIEW_125동 옆,37.450307,126.6451342,미추홀구,9,0,9,0,0,9,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 125동 옆 I03기둥,서울씨엔지(서울이브이)
CGG00125,인천 SK SKY VIEW_126동 옆(좌),37.450712,126.6449853,미추홀구,5,0,5,0,0,5,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 126동 옆 I05기둥,서울씨엔지(서울이브이)
CGG00126,인천 SK SKY VIEW_126동 옆(우),37.4510197,126.6454246,미추홀구,4,0,4,0,0,4,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 126동 옆 I05기둥,서울씨엔지(서울이브이)
CGG00127,인천 송도풍림아이원6단지_603동,37.3900205,126.6543564,연수구,4,0,4,0,0,4,0.0,0.0,인천광역시 연수구 해돋이로84번길 10 송도풍림아이원6단지아파트 603동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00128,인천 송도풍림아이원6단지_606동,37.3899516,126.6554578,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 해돋이로84번길 10 송도풍림아이원6단지아파트 606동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00129,인천 송도풍림아이원6단지_609동,37.3906069,126.6546304,연수구,3,0,3,0,0,3,0.0,0.0,인천광역시 연수구 해돋이로84번길 10 송도풍림아이원6단지아파트 609동 뒤 지상주차장,서울씨엔지(서울이브이)
CGG00130,인천 SK SKY VIEW_저수조 앞 (2),37.4520149,126.6450628,미추홀구,6,0,6,0,0,6,0.0,0.0,인천광역시 미추홀구 용정공원로 33 인천 SK SKY VIEW B1F 저수조 앞 G13기둥,서울씨엔지(서울이브이)
CGG00131,인천 운서역 유토피아,37.4890498,126.4983415,중구,4,0,4,0,4,0,100.0,0.0,인천광역시 영종구 영종대로196번길 15-25 운서역 유토피아 지하1층 상가동방면 주차장 43번기둥,서울씨엔지(서울이브이)
CGG00132,인천 산곡한신휴아파트①_지상 101동 앞,37.4990875,126.7040257,부평구,4,0,4,0,0,4,0.0,0.0,인천광역시 부평구 마장로220번길 13 인천 산곡한신휴아파트 101동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00133,인천 산곡한신휴아파트②_지상 104동 앞,37.4987391,126.7034278,부평구,4,0,4,0,0,4,0.0,0.0,인천광역시 부평구 마장로220번길 13 인천 산곡한신휴아파트 104동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00134,인천 산곡한신휴아파트③_지상 105동 앞,37.4982921,126.7030337,부평구,6,0,6,0,0,6,0.0,0.0,인천광역시 부평구 마장로220번길 13 인천 산곡한신휴아파트 105동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00135,인천 효성두산아파트①_지상 104동 앞,37.535797,126.7087459,계양구,5,0,5,0,0,5,0.0,0.0,인천광역시 계양구 안남로573번길 18 인천 효성두산아파트 104동 앞 지상주차장,서울씨엔지(서울이브이)
CGG00136,인천 효성두산아파트②_지상 105동 앞,37.5362198,126.7084614,계양구,5,0,5,0,0,5,0.0,0.0,인천광역시 계양구 안남로573번길 18 인천 효성두산아파트 105동 앞 지상주차장,서울씨엔지(서울이브이)
