statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker,charger_uid,coordinate_missing,coordinate_outlier,district_by_code,district_from_address,district_address_normalized,district_mismatch,is_deleted,is_limited,is_active_record,usable_for_spatial_analysis,district_before_correction,lat_before_correction,lng_before_correction,district_corrected,coordinate_corrected,correction_reason,district_final,coordinate_missing_final,coordinate_outlier_final,usable_for_district_analysis,usable_for_spatial_analysis_final,publicly_accessible,boundary_base_date,district_2024,district_code_2024,geometry_fixed,boundary_match_status
석모도미네랄온천,ME20A282,21,4,인천광역시 강화군 삼산면 매음리 645-27,,,37.6858257,126.3112126,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2026-07-16 09:31:41,2026-07-14 14:52:03,2026-07-14 15:11:19,,,200.0,동시,28,28710,D0,D007,Y,,N,,N,,N,2020,1,F,시그넷,ME20A282_21,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6858257,126.3112126,False,False,,강화군,False,False,True,True,True,,,,,unmatched
석모도미네랄온천,ME20A282,22,4,인천광역시 강화군 삼산면 매음리 645-27,,,37.6858257,126.3112126,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2026-07-16 09:31:41,2026-07-11 20:54:04,2026-07-11 21:10:15,,,200.0,동시,28,28710,D0,D007,Y,,N,,N,,N,2020,1,F,시그넷,ME20A282_22,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6858257,126.3112126,False,False,,강화군,False,False,True,True,True,,,,,unmatched
선수항 공영주차장,ME25A241,21,4,인천광역시 강화군 화도면 내리 1838-3,,,37.6385363,126.3849189,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:33:08,2026-07-15 14:11:41,2026-07-15 14:33:19,,,200.0,동시,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A241_21,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6385363,126.3849189,False,False,,강화군,False,False,True,True,True,,,,,unmatched
선수항 공영주차장,ME25A241,22,4,인천광역시 강화군 화도면 내리 1838-3,,,37.6385363,126.3849189,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:28:10,2026-07-15 19:35:45,2026-07-15 20:16:09,,,200.0,동시,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A241_22,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6385363,126.3849189,False,False,,강화군,False,False,True,True,True,,,,,unmatched
초지항,ME25A428,1,4,인천광역시 강화군 길상면 초지리 616-6,,,37.6366203,126.5311799,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:29:32,2026-07-08 15:30:33,2026-07-08 15:45:45,,,100.0,단독,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A428_01,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6366203,126.5311799,False,False,,강화군,False,False,True,True,True,,,,,unmatched
초지항,ME25A428,2,4,인천광역시 강화군 길상면 초지리 616-6,,,37.6366203,126.5311799,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:29:47,2026-07-15 17:14:21,2026-07-15 17:30:26,,,100.0,단독,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A428_02,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6366203,126.5311799,False,False,,강화군,False,False,True,True,True,,,,,unmatched
초지항,ME25A428,3,4,인천광역시 강화군 길상면 초지리 616-6,,,37.6366203,126.5311799,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:29:17,2026-07-11 11:10:01,2026-07-11 11:29:50,,,100.0,단독,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A428_03,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6366203,126.5311799,False,False,,강화군,False,False,True,True,True,,,,,unmatched
초지항,ME25A428,4,4,인천광역시 강화군 길상면 초지리 616-6,,,37.6366203,126.5311799,24시간 이용가능,ME,기후에너지환경부,환경부,1661-9408,2,2026-07-16 09:29:24,2026-07-12 12:45:43,2026-07-12 13:25:59,,,100.0,단독,28,28710,B0,B001,Y,,N,,N,,N,2025,1,F,중앙제어,ME25A428_04,False,False,강화군,강화군,강화군,False,False,False,True,True,강화군,37.6366203,126.5311799,False,False,,강화군,False,False,True,True,True,,,,,unmatched
인천산곡북초등학교,CPCP0012,1,2,인천광역시 부평구 산청로 18,,주차장,37.57,126.84,24시간 이용가능,CP,캐스트프로,캐스트프로,070-4855-2090,9,,,,,,7.0,단독,28,28237,A0,A003,Y,,N,,N,,N,2023,1,B,,CPCP0012_01,False,False,부평구,부평구,부평구,False,False,False,True,True,부평구,37.57,126.84,False,False,,부평구,False,False,True,True,True,,,,,unmatched
인천산곡북초등학교,CPCP0012,2,2,인천광역시 부평구 산청로 18,,주차장,37.57,126.84,24시간 이용가능,CP,캐스트프로,캐스트프로,070-4855-2090,9,,,,,,7.0,단독,28,28237,A0,A003,Y,,Y,없음,N,,N,2023,1,B,,CPCP0012_02,False,False,부평구,부평구,부평구,False,False,True,True,True,부평구,37.57,126.84,False,False,,부평구,False,False,True,True,False,,,,,unmatched
인천 수협중앙회,CSSGI042,1,2,인천광역시 제물포구 축항대로 50,주차장,,37.4159,126.6028,24시간 이용가능,CS,한국EV충전서비스센터,SGIT,1600-2213,2,2026-07-13 16:40:11,2026-07-10 09:22:10,2026-07-13 16:40:11,,,7.0,단독,28,28125,I0,I008,Y,,N,.,N,,N,2025,1,F,,CSSGI042_01,False,False,제물포구,제물포구,제물포구,False,False,False,True,True,제물포구,37.4159,126.6028,False,False,,제물포구,False,False,True,True,True,,,,,unmatched
인천 수협중앙회,CSSGI042,2,2,인천광역시 제물포구 축항대로 50,주차장,,37.4159,126.6028,24시간 이용가능,CS,한국EV충전서비스센터,SGIT,1600-2213,3,2026-07-16 08:15:32,2026-07-16 08:15:32,2026-07-15 06:22:52,2026-07-16 08:15:32,,7.0,단독,28,28125,I0,I008,Y,,Y,.,N,,N,2025,1,F,,CSSGI042_02,False,False,제물포구,제물포구,제물포구,False,False,True,True,True,제물포구,37.4159,126.6028,False,False,,제물포구,False,False,True,True,False,,,,,unmatched
인천 달빛초등학교,EP020701,1,4,인천광역시 영종구 두미포로 189,인천 중구 중산동 1914-4,,37.5077292,126.846524,24시간 이용가능,EP,이카플러그,이카플러그,1833-4577,9,2026-01-28 17:33:10,2026-01-28 04:01:32,2026-01-28 04:01:42,,,50.0,단독,28,28155,J0,J001,Y,,N,,N,,N,2026,1,F,이카플러그,EP020701_01,False,False,영종구,영종구,영종구,False,False,False,True,True,영종구,37.5077292,126.846524,False,False,,영종구,False,False,True,True,True,,,,,unmatched
인천부평 부개지구보람아파트3,EV005617,1,2,인천광역시 부평구 길주남로 175,205동 지하1층 05기둥,205동 지하1층 05기둥,37.42480122,126.98381285,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2026-07-15 07:59:03,2026-07-14 19:23:17,2026-07-15 07:56:43,,,7.0,단독,28,28237,H0,H001,Y,외부인 사용불가,N,외부인 사용불가,N,,N,2022,1,B,한국알박,EV005617_01,False,False,부평구,부평구,부평구,False,False,False,True,True,부평구,37.42480122,126.98381285,False,False,,부평구,False,False,True,True,True,,,,,unmatched
인천부평 부개지구보람아파트3,EV005617,2,2,인천광역시 부평구 길주남로 175,205동 지하1층 05기둥,205동 지하1층 05기둥,37.42480122,126.98381285,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2026-07-12 14:14:15,2026-07-12 12:40:23,2026-07-12 14:11:53,,,7.0,단독,28,28237,H0,H001,Y,외부인 사용불가,N,외부인 사용불가,N,,N,2022,1,B,한국알박,EV005617_02,False,False,부평구,부평구,부평구,False,False,False,True,True,부평구,37.42480122,126.98381285,False,False,,부평구,False,False,True,True,True,,,,,unmatched
연희동남아파트,HU320005,1,2,인천광역시 서해구 심곡로132번길 17,연희동남아파트,2동 지상주차장,37.3238096,126.7814433,24시간 이용가능,HU,한솔엠에스,한솔엠에스,1661-5571,2,2026-07-16 07:01:01,2026-03-30 14:47:25,2026-07-15 14:29:31,,,7.0,단독,28,28275,H0,H001,Y,,N,해당사항 없음,N,,Y,2026,1,F,,HU320005_01,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3238096,126.7814433,False,False,,서해구,False,False,True,True,True,,,,,unmatched
연희동남아파트,HU320005,2,2,인천광역시 서해구 심곡로132번길 17,연희동남아파트,2동 지상주차장,37.3238096,126.7814433,24시간 이용가능,HU,한솔엠에스,한솔엠에스,1661-5571,3,2026-07-15 21:21:00,2026-03-29 02:28:36,2026-07-14 16:22:05,2026-07-15 21:21:00,,7.0,단독,28,28275,H0,H001,Y,,N,해당사항 없음,N,,Y,2026,1,F,,HU320005_02,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3238096,126.7814433,False,False,,서해구,False,False,True,True,True,,,,,unmatched
연희동남아파트,HU320005,3,2,인천광역시 서해구 심곡로132번길 17,연희동남아파트,2동 지상주차장,37.3238096,126.7814433,24시간 이용가능,HU,한솔엠에스,한솔엠에스,1661-5571,2,2026-07-16 05:01:00,2026-03-30 14:15:40,2026-07-15 13:33:35,,,7.0,단독,28,28275,H0,H001,Y,,N,해당사항 없음,N,,Y,2026,1,F,,HU320005_03,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3238096,126.7814433,False,False,,서해구,False,False,True,True,True,,,,,unmatched
연희동남아파트,HU320005,4,2,인천광역시 서해구 심곡로132번길 17,연희동남아파트,2동 지상주차장,37.3238096,126.7814433,24시간 이용가능,HU,한솔엠에스,한솔엠에스,1661-5571,3,2026-07-15 22:01:00,2026-03-27 18:35:21,2026-07-13 13:13:15,2026-07-15 22:01:00,,7.0,단독,28,28275,H0,H001,Y,,N,해당사항 없음,N,,Y,2026,1,F,,HU320005_04,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3238096,126.7814433,False,False,,서해구,False,False,True,True,True,,,,,unmatched
연희동남아파트,HU320005,5,2,인천광역시 서해구 심곡로132번길 17,연희동남아파트,2동 지상주차장,37.3238096,126.7814433,24시간 이용가능,HU,한솔엠에스,한솔엠에스,1661-5571,2,2026-07-16 07:01:01,2026-03-29 16:02:43,2026-07-15 12:24:47,,,7.0,단독,28,28275,H0,H001,Y,,N,해당사항 없음,N,,Y,2026,1,F,,HU320005_05,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3238096,126.7814433,False,False,,서해구,False,False,True,True,True,,,,,unmatched
인천 백령면사무소,HY001203,1,4,인천광역시 옹진군 백령면 백령로278번길 61-2,인천 백령면사무소,지상주차장,37.9742629,125.718412,24시간 이용가능,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,2026-07-16 07:52:08,2026-07-15 18:39:04,2026-07-15 19:56:55,,,50.0,단독,28,28720,A0,A002,Y,,N,,N,,N,2025,1,F,시그넷,HY001203_01,False,False,옹진군,옹진군,옹진군,False,False,False,True,True,옹진군,37.9742629,125.718412,False,False,,옹진군,False,False,True,True,True,,,,,unmatched
영종주스카이12단지,IM000143,1,2,인천광역시 영종구 신도시남로 92,영종주공스카이빌아파트,1207동,37.4,126.4,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:12:26,2026-07-15 21:57:45,2026-07-16 02:13:00,,,7.0,단독,28,28155,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2023,1,F,,IM000143_01,False,False,영종구,영종구,영종구,False,False,True,True,True,영종구,37.4,126.4,False,False,,영종구,False,False,True,True,False,,,,,unmatched
영종주스카이12단지,IM000143,2,2,인천광역시 영종구 신도시남로 92,영종주공스카이빌아파트,1207동,37.4,126.4,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 16:18:27,2026-07-15 07:23:10,2026-07-15 16:17:19,,,7.0,단독,28,28155,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2023,1,F,,IM000143_02,False,False,영종구,영종구,영종구,False,False,True,True,True,영종구,37.4,126.4,False,False,,영종구,False,False,True,True,False,,,,,unmatched
영종주스카이12단지,IM000143,3,2,인천광역시 영종구 신도시남로 92,영종주공스카이빌아파트,1207동,37.4,126.4,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 23:39:52,2026-07-12 20:47:45,2026-07-12 23:37:38,,,7.0,단독,28,28155,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2023,1,F,,IM000143_03,False,False,영종구,영종구,영종구,False,False,True,True,True,영종구,37.4,126.4,False,False,,영종구,False,False,True,True,False,,,,,unmatched
영종주스카이12단지,IM000143,4,2,인천광역시 영종구 신도시남로 92,영종주공스카이빌아파트,1207동,37.4,126.4,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-10 14:48:46,2026-07-10 14:05:28,2026-07-10 14:48:05,,,7.0,단독,28,28155,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2023,1,F,,IM000143_04,False,False,영종구,영종구,영종구,False,False,True,True,True,영종구,37.4,126.4,False,False,,영종구,False,False,True,True,False,,,,,unmatched
영종주스카이12단지,IM000143,5,2,인천광역시 영종구 신도시남로 92,영종주공스카이빌아파트,1207동,37.4,126.4,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-04 16:54:43,2026-07-04 12:45:00,2026-07-04 16:54:54,,,7.0,단독,28,28155,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2023,1,F,,IM000143_05,False,False,영종구,영종구,영종구,False,False,True,True,True,영종구,37.4,126.4,False,False,,영종구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,1,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 06:57:27,2026-07-15 22:27:31,2026-07-16 07:01:07,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,2,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,3,2026-07-16 08:18:27,2026-07-15 17:51:58,2026-07-15 23:50:27,2026-07-16 08:18:27,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,3,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 23:15:36,2026-07-15 20:09:11,2026-07-15 23:13:47,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,4,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 22:30:27,2026-07-15 21:04:46,2026-07-15 22:28:53,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,5,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 03:57:43,2026-07-15 21:15:16,2026-07-16 03:56:38,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_05,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,6,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 07:33:27,2026-07-15 22:26:09,2026-07-16 07:32:41,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_06,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,7,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:48:44,2026-07-15 17:01:20,2026-07-16 02:47:15,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_07,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,8,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 00:15:44,2026-07-15 18:02:56,2026-07-16 00:18:16,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_08,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,9,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:00:46,2026-07-15 21:07:28,2026-07-16 02:02:55,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_09,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,10,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 00:21:27,2026-07-15 22:15:07,2026-07-16 00:20:14,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_10,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,11,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 23:12:36,2026-07-14 22:01:38,2026-07-14 23:11:18,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_11,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,12,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 03:45:27,2026-07-15 20:45:47,2026-07-16 03:45:52,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_12,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,13,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 09:03:51,2026-07-16 07:15:23,2026-07-16 09:03:59,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_13,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,14,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 01:00:46,2026-07-15 16:28:14,2026-07-16 00:55:20,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_14,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,15,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 19:33:28,2026-07-15 18:26:28,2026-07-15 19:32:43,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_15,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,16,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:27:27,2026-07-15 19:37:54,2026-07-16 02:27:45,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_16,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,17,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:54:44,2026-07-15 21:02:27,2026-07-16 02:53:18,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_17,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,18,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 18:21:45,2026-07-15 16:32:57,2026-07-15 18:19:37,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_18,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,19,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 17:42:49,2026-07-15 14:14:26,2026-07-15 17:40:28,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_19,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,20,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 05:57:27,2026-07-14 23:27:45,2026-07-15 05:56:59,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_20,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,21,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 01:27:27,2026-07-15 21:58:39,2026-07-16 01:28:21,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_21,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,22,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 22:18:45,2026-07-15 19:21:31,2026-07-15 22:16:24,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_22,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,23,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 06:57:27,2026-07-14 23:47:11,2026-07-15 06:56:41,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_23,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
더샵센트럴시티,IM000157,24,2,인천광역시 연수구 송도국제대로 261,송도 더샵 센트럴시티,215동 지하1층,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 06:45:27,2026-07-16 00:55:12,2026-07-16 06:43:24,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000157_24,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
